,Rk,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Team,Season
4876,17.0,Hak-soo Lim?,23.0,16,8,7,1,2,0,0,0,1,,,0,3,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,2,0,0,1,0,,,Samsung Lions,2000
4877,18.0,Gi-heon Nam?,22.0,73,131,110,16,25,6,1,0,10,,,11,23,0.22699999999999998,0.33299999999999996,0.3,0.633,33,2,7,2,1,,,Samsung Lions,2000
4878,19.0,Jeong-hwan Park,22.0,47,68,60,19,16,4,0,2,5,,,6,21,0.267,0.34299999999999997,0.433,0.777,26,1,1,1,0,,,Samsung Lions,2000
4879,20.0,Dong-ju Shin?,27.0,97,360,310,53,81,14,0,12,52,,,26,80,0.261,0.33899999999999997,0.423,0.762,131,3,13,6,5,,,Samsung Lions,2000
4880,,20 Players,28.1,133,4904,4276,694,1149,227,14,157,651,,,463,888,0.26899999999999996,0.348,0.43799999999999994,0.7859999999999999,1875,84,78,47,40,,,Samsung Lions,2000
4881,1.0,Tilson Brito,28.0,103,452,405,65,137,26,4,15,70,,,31,55,0.33799999999999997,0.39899999999999997,0.5329999999999999,0.932,216,8,11,3,2,,,SK Wyverns,2000
4882,2.0,Jong-beom Chae,22.0,132,518,457,55,113,22,5,8,52,,,35,59,0.247,0.311,0.37,0.6809999999999999,169,10,9,13,4,,,SK Wyverns,2000
4883,3.0,Gwang-ho Chang?,33.0,12,23,22,0,3,0,0,0,3,,,0,6,0.136,0.13,0.136,0.267,3,1,0,0,1,,,SK Wyverns,2000
4884,4.0,Jae-myeong Chang?,28.0,9,15,13,1,1,0,0,0,1,,,1,4,0.077,0.14300000000000002,0.077,0.22,1,0,0,1,0,,,SK Wyverns,2000
4885,5.0,Yong-dae Chang?,25.0,9,14,14,1,3,0,0,0,1,,,0,6,0.214,0.214,0.214,0.429,3,0,0,0,0,,,SK Wyverns,2000
4886,6.0,Won-U Cho,29.0,29,88,77,5,17,0,0,1,10,,,6,13,0.221,0.267,0.26,0.527,20,4,0,2,3,,,SK Wyverns,2000
4887,7.0,Seong-geon Choo?,29.0,84,248,212,28,64,8,0,6,29,,,32,60,0.302,0.39299999999999996,0.425,0.8170000000000001,90,5,1,1,2,,,SK Wyverns,2000
4888,8.0,Tae-won Chou?,29.0,133,568,492,71,129,15,0,5,50,,,56,55,0.262,0.348,0.32299999999999995,0.6709999999999999,159,9,10,7,3,,,SK Wyverns,2000
4889,9.0,Victor Cole#,32.0,37,1,1,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,SK Wyverns,2000
4890,10.0,Tyrone Horne*,29.0,23,89,82,8,26,6,1,1,10,,,7,14,0.317,0.371,0.451,0.8220000000000001,37,5,0,0,0,,,SK Wyverns,2000
4891,11.0,Jae-jung Jang?,29.0,94,236,212,20,52,10,0,2,21,,,14,30,0.245,0.29600000000000004,0.321,0.616,68,9,2,6,2,,,SK Wyverns,2000
4892,12.0,Won-bae Jeong?,26.0,3,2,2,0,0,0,0,0,0,,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,,,SK Wyverns,2000
4893,13.0,Chung-min Kim?,30.0,26,43,30,3,5,0,1,1,5,,,9,9,0.16699999999999998,0.39,0.33299999999999996,0.7240000000000001,10,2,2,2,0,,,SK Wyverns,2000
4894,14.0,Jong-heon Kim?,33.0,96,143,128,27,28,5,1,1,10,,,13,29,0.21899999999999997,0.29100000000000004,0.297,0.588,38,2,0,2,0,,,SK Wyverns,2000
4895,15.0,Sang-ho Kim?,25.0,3,9,8,1,2,0,0,1,2,,,1,1,0.25,0.33299999999999996,0.625,0.958,5,0,0,0,0,,,SK Wyverns,2000
4896,16.0,Seon-seop Kim?,27.0,35,22,20,6,1,1,0,0,1,,,1,8,0.05,0.136,0.1,0.23600000000000002,2,1,1,0,0,,,SK Wyverns,2000
4897,17.0,Seong-rae Kim?,38.0,29,75,64,7,17,0,0,2,8,,,9,19,0.266,0.373,0.359,0.733,23,1,2,0,0,,,SK Wyverns,2000
4898,18.0,Dong-soo Lee?,27.0,96,274,224,34,58,11,1,14,40,,,34,73,0.259,0.374,0.504,0.878,113,5,10,1,5,,,SK Wyverns,2000
4899,19.0,Jin-yeong Lee*,20.0,105,316,292,34,72,16,4,7,33,,,21,64,0.247,0.298,0.401,0.6990000000000001,117,3,1,1,1,,,SK Wyverns,2000
4900,20.0,Min-ho Lee?,30.0,44,88,66,7,15,4,0,0,7,,,18,21,0.22699999999999998,0.395,0.28800000000000003,0.6829999999999999,19,1,1,2,1,,,SK Wyverns,2000
4901,21.0,Hensley Meulens,33.0,14,54,46,5,9,0,0,1,3,,,6,18,0.196,0.29600000000000004,0.261,0.557,12,1,1,0,1,,,SK Wyverns,2000
4902,22.0,Jae-yong Pak?,31.0,6,13,11,1,2,0,0,0,2,,,1,4,0.182,0.308,0.182,0.49,2,0,1,0,0,,,SK Wyverns,2000
4903,23.0,Harvey Pulliam,32.0,91,326,288,46,77,13,1,16,55,,,27,55,0.267,0.34,0.486,0.8270000000000001,140,11,7,0,4,,,SK Wyverns,2000
4904,24.0,Seong-bo Shim?,27.0,20,49,46,5,7,2,1,0,2,,,2,14,0.152,0.204,0.239,0.44299999999999995,11,3,1,0,0,,,SK Wyverns,2000
4905,25.0,Ju-il Shin?,22.0,47,75,67,12,19,1,0,0,6,,,5,9,0.284,0.33299999999999996,0.299,0.632,20,1,0,3,0,,,SK Wyverns,2000
4906,26.0,Cha-hun Son?,29.0,79,226,207,26,50,13,0,1,13,,,12,25,0.242,0.28800000000000003,0.319,0.607,66,3,2,4,1,,,SK Wyverns,2000
4907,27.0,Yong-mo Yang?,32.0,97,238,212,31,57,10,0,5,32,,,19,52,0.26899999999999996,0.33899999999999997,0.387,0.726,82,6,4,2,1,,,SK Wyverns,2000
4908,28.0,Jae-guk Yoon*,25.0,125,381,344,43,95,14,3,2,30,,,18,63,0.276,0.31,0.35200000000000004,0.662,121,3,0,17,2,,,SK Wyverns,2000
4909,,28 Players,27.7,133,4586,4042,542,1059,177,22,89,496,,,378,767,0.262,0.33299999999999996,0.38299999999999995,0.715,1547,94,66,67,33,,,SK Wyverns,2000
4910,1.0,Kyung-hyun Ahn,29.0,114,337,291,33,72,7,0,7,32,,,28,34,0.247,0.322,0.344,0.6659999999999999,100,13,5,11,2,,,Doosan Bears,1999
4911,2.0,Edgar Caceres#,35.0,62,183,168,21,42,8,2,3,17,,,10,13,0.25,0.292,0.375,0.667,63,4,0,5,0,,,Doosan Bears,1999
4912,3.0,Won-jin Chang?,30.0,121,480,426,59,135,15,2,2,58,,,39,44,0.317,0.37200000000000005,0.376,0.748,160,9,4,2,9,,,Doosan Bears,1999
4913,4.0,Hun-jae Chou?,32.0,121,433,387,52,108,24,3,8,58,,,40,53,0.27899999999999997,0.344,0.419,0.763,162,9,0,3,3,,,Doosan Bears,1999
4914,5.0,Soo-geun Chung*,22.0,129,589,505,100,164,28,8,2,55,,,70,56,0.325,0.408,0.424,0.831,214,12,4,5,5,,,Doosan Bears,1999
4915,6.0,Hyeok Gang?,24.0,15,23,20,4,3,2,0,0,2,,,3,5,0.15,0.261,0.25,0.511,5,0,0,0,0,,,Doosan Bears,1999
4916,7.0,Seong-heun Hong,22.0,111,392,353,47,91,14,1,16,63,,,22,61,0.258,0.304,0.439,0.743,155,10,3,10,4,,,Doosan Bears,1999
4917,8.0,Hyeong-do Jun?,27.0,71,41,32,27,7,1,0,2,3,,,5,7,0.21899999999999997,0.316,0.43799999999999994,0.753,14,0,0,3,1,,,Doosan Bears,1999
4918,9.0,Byeong-gyu Kang?,27.0,29,1,1,0,0,0,0,0,0,,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,,,Doosan Bears,1999
4919,10.0,Gyu-cheol Kang?,25.0,1,1,1,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,Doosan Bears,1999
4920,11.0,Dong-ju Kim,23.0,114,455,399,62,128,25,3,22,84,,,41,53,0.321,0.39399999999999996,0.564,0.958,225,9,10,1,4,,,Doosan Bears,1999
4921,12.0,Jong-seok Kim?,28.0,14,25,20,4,4,1,0,1,2,,,5,6,0.2,0.36,0.4,0.76,8,1,0,0,0,,,Doosan Bears,1999
4922,13.0,Min-ho Kim?,30.0,132,515,458,70,125,17,6,3,46,,,33,65,0.273,0.32899999999999996,0.35600000000000004,0.685,163,8,7,13,4,,,Doosan Bears,1999
4923,14.0,Tae-hyeong Kim?,31.0,37,89,80,4,16,5,0,1,4,,,5,9,0.2,0.256,0.3,0.556,24,1,1,3,0,,,Doosan Bears,1999
4924,15.0,Jong-min Lee?,26.0,65,100,92,8,22,4,1,0,9,,,4,13,0.239,0.271,0.304,0.575,28,4,0,4,0,,,Doosan Bears,1999
4925,16.0,Hyi-Seong Moon,26.0,8,13,12,2,4,0,1,0,1,,,0,3,0.33299999999999996,0.385,0.5,0.885,6,0,1,0,0,,,Doosan Bears,1999
4926,17.0,Jeong-Soo Shim,24.0,132,544,480,79,161,35,1,31,110,,,53,77,0.335,0.408,0.606,1.014,291,17,8,0,3,,,Doosan Bears,1999
4927,18.0,Minoru Tanaka*,32.0,103,232,201,29,49,3,2,1,23,,,20,22,0.244,0.314,0.294,0.607,59,4,1,9,1,,,Doosan Bears,1999
4928,19.0,Ty Woods,29.0,124,544,454,90,135,20,0,34,101,,,83,126,0.297,0.406,0.5660000000000001,0.972,257,14,3,0,4,,,Doosan Bears,1999
4929,,19 Players,27.4,132,4997,4380,691,1266,209,30,133,668,,,461,648,0.289,0.36,0.442,0.802,1934,115,47,69,40,,,Doosan Bears,1999
4930,1.0,Stoney Briggs,27.0,115,382,361,48,102,14,6,23,74,,,13,85,0.28300000000000003,0.311,0.546,0.857,197,7,3,3,2,,,Haitai Tigers,1999
4931,2.0,Il-Hyeon Chang*,23.0,93,171,156,21,41,4,0,1,9,,,12,35,0.263,0.315,0.308,0.623,48,2,0,3,0,,,Haitai Tigers,1999
4932,3.0,Sung-ho Chang*,21.0,129,559,485,110,166,32,1,24,62,,,61,71,0.342,0.42,0.561,0.981,272,9,8,0,5,,,Haitai Tigers,1999
4933,4.0,Seung-jun Chi?,22.0,16,12,11,3,2,0,0,0,0,,,1,3,0.182,0.25,0.182,0.43200000000000005,2,0,0,0,0,,,Haitai Tigers,1999
4934,5.0,Nam-gi Cho?,25.0,1,4,4,1,2,1,0,0,3,,,0,0,0.5,0.5,0.75,1.25,3,0,0,0,0,,,Haitai Tigers,1999
4935,6.0,Hae-sik Chou?,30.0,130,362,318,36,68,8,1,7,34,,,25,46,0.214,0.27699999999999997,0.311,0.589,99,16,3,16,0,,,Haitai Tigers,1999
4936,7.0,Seong-hun Chung,19.0,108,416,366,49,107,19,1,7,39,,,26,51,0.292,0.349,0.40700000000000003,0.7559999999999999,149,8,8,12,4,,,Haitai Tigers,1999
4937,8.0,Hyeon-u Hong?,26.0,129,561,487,99,146,26,0,34,111,,,64,104,0.3,0.382,0.563,0.9440000000000001,274,10,3,3,4,,,Haitai Tigers,1999
4938,9.0,Seong-gi Hwang?,22.0,4,4,4,0,2,0,0,0,1,,,0,1,0.5,0.5,0.5,1.0,2,0,0,0,0,,,Haitai Tigers,1999
4939,10.0,Chang-hui Kim,25.0,117,412,341,55,89,12,0,10,39,,,57,58,0.261,0.37799999999999995,0.384,0.762,131,6,7,7,0,,,Haitai Tigers,1999
4940,11.0,Gi-hwan Kim?,22.0,4,9,9,0,2,0,0,0,0,,,0,3,0.222,0.222,0.222,0.444,2,0,0,0,0,,,Haitai Tigers,1999
4941,12.0,Gyeong-Jin Kim,22.0,17,18,16,4,5,2,0,0,1,,,1,3,0.313,0.389,0.43799999999999994,0.826,7,1,1,0,0,,,Haitai Tigers,1999
4942,13.0,Ji-yeong Kim?,25.0,36,43,38,5,8,1,0,2,6,,,4,12,0.21100000000000002,0.28600000000000003,0.395,0.68,15,0,0,1,0,,,Haitai Tigers,1999
4943,14.0,Jong-guk Kim,25.0,2,5,3,2,1,0,0,1,2,,,2,1,0.33299999999999996,0.6,1.3330000000000002,1.933,4,0,0,0,0,,,Haitai Tigers,1999
4944,15.0,Tae-ryong Kim?,31.0,34,39,37,5,7,2,0,1,1,,,0,6,0.18899999999999997,0.21100000000000002,0.324,0.535,12,0,1,1,0,,,Haitai Tigers,1999
4945,16.0,O-seong Kwon?,28.0,37,60,54,5,8,1,0,1,5,,,4,18,0.14800000000000002,0.233,0.222,0.456,12,2,2,0,0,,,Haitai Tigers,1999
4946,17.0,Ho-jun Lee,23.0,107,342,312,48,86,16,1,16,55,,,24,46,0.276,0.33299999999999996,0.48700000000000004,0.821,152,13,3,3,0,,,Haitai Tigers,1999
4947,18.0,Ho-seong Lee?,31.0,101,316,273,43,68,17,0,6,35,,,39,62,0.249,0.342,0.377,0.7190000000000001,103,6,0,3,1,,,Haitai Tigers,1999
4948,19.0,Woo-Seok Lee?,24.0,2,8,7,2,2,0,0,0,0,,,1,1,0.28600000000000003,0.375,0.28600000000000003,0.6609999999999999,2,0,0,0,0,,,Haitai Tigers,1999
4949,20.0,In-ho Paek?,36.0,27,28,25,2,6,0,0,0,4,,,3,7,0.24,0.321,0.24,0.561,6,0,0,0,0,,,Haitai Tigers,1999
4950,21.0,Tracy Sanders*,29.0,125,526,409,86,101,14,0,40,94,,,105,133,0.247,0.408,0.575,0.983,235,5,7,4,1,,,Haitai Tigers,1999
4951,22.0,Jun-hyeok Yang*,30.0,131,588,496,96,160,23,1,32,105,,,82,68,0.32299999999999995,0.42100000000000004,0.5670000000000001,0.987,281,14,5,1,4,,,Haitai Tigers,1999
4952,,22 Players,26.0,132,4865,4212,720,1179,192,11,205,680,,,524,814,0.28,0.365,0.47700000000000004,0.8420000000000001,2008,99,51,57,21,,,Haitai Tigers,1999
4953,1.0,Jong-hun Chang?,31.0,126,531,465,80,132,31,2,27,86,,,54,93,0.284,0.365,0.5329999999999999,0.899,248,11,8,0,4,,,Hanwha Eagles,1999
4954,2.0,Gyeong-taek Cho?,28.0,118,236,194,32,45,11,0,2,20,,,23,45,0.23199999999999998,0.327,0.32,0.647,62,7,6,10,3,,,Hanwha Eagles,1999
4955,3.0,Hyo-Sang Cho,25.0,19,9,9,1,1,0,0,0,0,,,0,7,0.111,0.111,0.111,0.222,1,0,0,0,0,,,Hanwha Eagles,1999
4956,4.0,Ik-seong Chou?,27.0,68,186,163,31,47,10,0,9,26,,,11,34,0.28800000000000003,0.35700000000000004,0.515,0.872,84,4,7,4,1,,,Hanwha Eagles,1999
4957,5.0,Jay Davis*,28.0,130,578,525,93,172,31,3,30,106,,,41,93,0.32799999999999996,0.37799999999999995,0.57,0.948,299,14,5,2,5,,,Hanwha Eagles,1999
4958,6.0,Jun Ho?,29.0,54,29,27,3,1,0,0,0,0,,,2,8,0.037000000000000005,0.10300000000000001,0.037000000000000005,0.14,1,0,0,0,0,,,Hanwha Eagles,1999
4959,7.0,U-gu Hwang?,23.0,71,92,85,7,15,3,0,0,4,,,4,24,0.17600000000000002,0.22,0.212,0.43200000000000005,18,5,1,1,1,,,Hanwha Eagles,1999
4960,8.0,Gyeong-hun Jeong?,27.0,15,7,3,4,0,0,0,0,1,,,3,1,0.0,0.5,0.0,0.5,0,0,0,1,0,,,Hanwha Eagles,1999
4961,9.0,In-Gwon Kang,27.0,55,89,68,6,15,3,0,0,3,,,16,15,0.221,0.384,0.265,0.648,18,3,2,3,0,,,Hanwha Eagles,1999
4962,10.0,Seok-cheon Kang?,31.0,130,496,433,65,131,22,2,5,42,,,33,56,0.303,0.37,0.397,0.768,172,16,16,10,4,,,Hanwha Eagles,1999
4963,11.0,Chung-min Kim?,29.0,59,127,108,15,28,5,1,8,19,,,12,29,0.259,0.344,0.546,0.8909999999999999,59,2,2,5,0,,,Hanwha Eagles,1999
4964,12.0,Seung-Gwon Kim,23.0,35,28,28,5,6,2,0,0,1,,,0,2,0.214,0.214,0.28600000000000003,0.5,8,1,0,0,0,,,Hanwha Eagles,1999
4965,13.0,O-yeong Kwon?,28.0,6,5,5,1,1,1,0,0,1,,,0,3,0.2,0.2,0.4,0.6,2,0,0,0,0,,,Hanwha Eagles,1999
4966,14.0,Yeong-woo Lee*,25.0,128,482,425,83,142,33,4,13,49,,,40,69,0.33399999999999996,0.39899999999999997,0.522,0.9209999999999999,222,6,9,3,5,,,Hanwha Eagles,1999
4967,15.0,Ju-taek Lim?,30.0,80,88,82,11,25,3,1,6,21,,,4,19,0.305,0.33299999999999996,0.585,0.919,48,2,0,1,1,,,Hanwha Eagles,1999
4968,16.0,Soo-Min Lim,26.0,107,399,339,64,93,16,0,16,57,,,47,67,0.27399999999999997,0.365,0.46299999999999997,0.828,157,8,3,7,3,,,Hanwha Eagles,1999
4969,17.0,Ju-sang Oh?,21.0,2,4,3,0,0,0,0,0,0,,,1,1,0.0,0.25,0.0,0.25,0,0,0,0,0,,,Hanwha Eagles,1999
4970,18.0,Jae-Ho Paek,25.0,132,475,428,43,106,24,2,7,46,,,32,52,0.248,0.303,0.36200000000000004,0.6659999999999999,155,11,4,7,4,,,Hanwha Eagles,1999
4971,19.0,Dan Rohrmeier,33.0,132,572,487,91,142,30,3,45,109,,,74,100,0.292,0.38799999999999996,0.643,1.031,313,8,6,0,5,,,Hanwha Eagles,1999
4972,20.0,Gwang-ho Shim,21.0,24,22,20,3,3,1,0,2,7,,,1,6,0.15,0.22699999999999998,0.5,0.727,10,1,1,0,0,,,Hanwha Eagles,1999
4973,21.0,Jae-yun Shim?,23.0,50,71,66,13,13,2,0,5,12,,,2,23,0.19699999999999998,0.239,0.455,0.6940000000000001,30,0,2,0,1,,,Hanwha Eagles,1999
4974,22.0,Gyeong-hyeon Shin,23.0,11,9,7,0,0,0,0,0,1,,,1,2,0.0,0.111,0.0,0.111,0,0,0,0,1,,,Hanwha Eagles,1999
4975,23.0,Ji-man Song,26.0,132,515,476,76,148,24,11,22,74,,,28,88,0.311,0.35200000000000004,0.546,0.898,260,7,4,4,3,,,Hanwha Eagles,1999
4976,,23 Players,27.9,132,5050,4446,727,1266,252,29,197,685,,,429,837,0.285,0.355,0.48700000000000004,0.8420000000000001,2167,106,76,58,41,,,Hanwha Eagles,1999
4977,1.0,Hyi-bong An?,26.0,10,20,17,1,6,1,0,1,4,,,2,4,0.353,0.45,0.588,1.038,10,2,1,0,0,,,Hyundai Unicorns,1999
4978,2.0,Brent Bowers*,28.0,43,134,124,17,36,6,3,3,12,,,6,27,0.29,0.32799999999999996,0.46,0.7879999999999999,57,3,2,0,2,,,Hyundai Unicorns,1999
4979,3.0,George Canale*,33.0,17,40,38,2,7,0,0,1,3,,,2,4,0.184,0.225,0.263,0.488,10,2,0,0,0,,,Hyundai Unicorns,1999
4980,4.0,Jong-Guk Chae,23.0,1,5,5,0,1,0,0,0,0,,,0,0,0.2,0.2,0.2,0.4,1,1,0,0,0,,,Hyundai Unicorns,1999
4981,5.0,Gwang-ho Chang?,32.0,65,82,73,11,20,5,0,3,18,,,4,10,0.27399999999999997,0.308,0.466,0.773,34,0,0,4,1,,,Hyundai Unicorns,1999
4982,6.0,Jeong-seok Chang?,26.0,50,73,59,13,12,0,0,1,5,,,10,18,0.203,0.324,0.254,0.578,15,0,1,2,1,,,Hyundai Unicorns,1999
4983,7.0,Woong-chun Cho,28.0,51,2,2,0,0,0,0,0,0,,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,,,Hyundai Unicorns,1999
4984,8.0,Man-ho Choi,25.0,48,70,63,11,15,2,0,3,7,,,4,22,0.23800000000000002,0.294,0.413,0.7070000000000001,26,1,1,2,0,,,Hyundai Unicorns,1999
4985,9.0,Yun-Seong Hwang*,25.0,11,35,30,3,7,1,0,1,2,,,3,11,0.233,0.303,0.36700000000000005,0.67,11,0,0,2,0,,,Hyundai Unicorns,1999
4986,10.0,Jun-ho Jeon*,30.0,129,562,470,80,137,7,2,4,43,,,67,72,0.29100000000000004,0.38,0.34,0.721,160,1,4,15,6,,,Hyundai Unicorns,1999
4987,11.0,Gyeong-gi Kim?,31.0,92,308,264,37,73,11,1,6,37,,,35,60,0.27699999999999997,0.368,0.39399999999999996,0.762,104,8,5,1,3,,,Hyundai Unicorns,1999
4988,12.0,Il-gyeong Kim,20.0,15,27,25,5,10,2,0,0,2,,,1,5,0.4,0.444,0.48,0.924,12,1,1,0,0,,,Hyundai Unicorns,1999
4989,13.0,In-ho Kim?,32.0,113,356,293,53,75,14,0,7,43,,,35,44,0.256,0.358,0.375,0.733,110,7,12,15,1,,,Hyundai Unicorns,1999
4990,14.0,Soo-kyung Kim,19.0,40,1,1,0,0,0,0,0,0,,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,,,Hyundai Unicorns,1999
4991,15.0,Jun-Heon Kwon,27.0,22,63,52,7,9,1,0,0,5,,,6,10,0.17300000000000001,0.254,0.192,0.447,10,0,0,4,1,,,Hyundai Unicorns,1999
4992,16.0,Jae-ju Lee,25.0,9,16,15,0,1,0,0,0,0,,,1,4,0.067,0.125,0.067,0.192,1,3,0,0,0,,,Hyundai Unicorns,1999
4993,17.0,Jeong-hun Lee?,23.0,5,12,9,3,3,1,0,1,3,,,3,2,0.33299999999999996,0.5,0.778,1.278,7,0,0,0,0,,,Hyundai Unicorns,1999
4994,18.0,Myeong-soo Lee?,32.0,114,400,333,39,99,13,1,5,51,,,40,40,0.297,0.37,0.387,0.758,129,9,1,22,4,,,Hyundai Unicorns,1999
4995,19.0,Sung-yong Lee*,28.0,109,367,307,43,81,12,2,14,39,,,46,52,0.264,0.38,0.45299999999999996,0.833,139,7,12,1,1,,,Hyundai Unicorns,1999
4996,20.0,Yong-ju Lee?,22.0,3,3,2,0,0,0,0,0,0,,,1,0,0.0,0.33299999999999996,0.0,0.33299999999999996,0,0,0,0,0,,,Hyundai Unicorns,1999
4997,21.0,Jae-hong Park,25.0,129,572,482,83,142,27,1,24,98,,,79,85,0.295,0.397,0.504,0.9009999999999999,243,10,6,0,5,,,Hyundai Unicorns,1999
4998,22.0,Jin-man Park,22.0,128,459,395,50,104,21,2,3,42,,,36,63,0.263,0.33399999999999996,0.349,0.6829999999999999,138,9,7,19,2,,,Hyundai Unicorns,1999
4999,23.0,Jong-ho Park#,25.0,119,473,396,79,119,29,4,10,55,,,28,53,0.301,0.38799999999999996,0.47,0.857,186,4,31,14,4,,,Hyundai Unicorns,1999
5000,24.0,Kyung-oan Park,26.0,124,467,367,67,81,16,1,23,67,,,72,95,0.221,0.359,0.45799999999999996,0.816,168,9,8,18,2,,,Hyundai Unicorns,1999
5001,25.0,Eddie Pearson#,25.0,129,561,502,67,145,12,0,31,108,,,47,85,0.289,0.35100000000000003,0.498,0.8490000000000001,250,9,5,0,7,,,Hyundai Unicorns,1999
5002,26.0,Cha-hun Son?,28.0,54,86,71,9,15,3,1,1,7,,,7,7,0.21100000000000002,0.284,0.324,0.608,23,1,1,5,2,,,Hyundai Unicorns,1999
5003,27.0,Gyeong-yeop Yom?,31.0,95,55,50,17,9,2,0,0,0,,,2,3,0.18,0.212,0.22,0.43200000000000005,11,1,0,3,0,,,Hyundai Unicorns,1999
5004,,27 Players,27.3,132,5249,4445,697,1207,186,18,142,651,,,537,778,0.272,0.36,0.41700000000000004,0.777,1855,88,98,127,42,,,Hyundai Unicorns,1999
5005,1.0,Jae-Man Ahn,24.0,3,4,4,0,0,0,0,0,0,,,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,,,LG Twins,1999
5006,2.0,Sang-Jun Ahn,26.0,104,350,327,41,93,9,5,4,39,,,17,65,0.284,0.318,0.379,0.6970000000000001,124,7,0,4,2,,,LG Twins,1999
5007,3.0,Hyeon Cho?,24.0,2,1,1,0,0,0,0,0,0,,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,,,LG Twins,1999
5008,4.0,In-sung Cho,24.0,56,157,142,23,36,6,0,5,22,,,6,27,0.254,0.285,0.401,0.6859999999999999,57,4,1,6,2,,,LG Twins,1999
5009,5.0,Jae-yeong Cho?,19.0,10,2,2,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,LG Twins,1999
5010,6.0,Dong-su Choi,27.0,17,27,23,2,5,2,0,0,4,,,2,8,0.217,0.28,0.304,0.584,7,1,0,2,0,,,LG Twins,1999
5011,7.0,Kevin Dattola*,31.0,101,298,265,33,74,12,1,9,42,,,26,49,0.27899999999999997,0.349,0.434,0.7829999999999999,115,6,4,0,3,,,LG Twins,1999
5012,8.0,Junior Felix#,31.0,97,384,336,53,85,18,1,13,58,,,41,85,0.253,0.33299999999999996,0.429,0.762,144,6,2,0,5,,,LG Twins,1999
5013,9.0,Mun-hoe Ho?,27.0,78,212,190,22,59,6,1,6,39,,,17,19,0.311,0.37,0.447,0.8170000000000001,85,3,2,1,2,,,LG Twins,1999
5014,10.0,Hyeon-taek Jeong?,19.0,17,42,38,6,10,0,1,1,2,,,3,9,0.263,0.33299999999999996,0.395,0.728,15,0,1,0,0,,,LG Twins,1999
5015,11.0,Yeong-gyu Jeong?,28.0,16,44,40,4,12,2,0,3,7,,,2,6,0.3,0.341,0.575,0.9159999999999999,23,0,1,0,1,,,LG Twins,1999
5016,12.0,Dong-soo Kim,30.0,104,389,334,55,96,22,1,16,65,,,39,46,0.287,0.376,0.503,0.879,168,7,10,3,3,,,LG Twins,1999
5017,13.0,Jae-hyeon Kim*,23.0,121,520,453,75,130,17,1,21,94,,,54,58,0.287,0.371,0.46799999999999997,0.8390000000000001,212,14,9,0,4,,,LG Twins,1999
5018,14.0,Jeong-min Kim,29.0,55,117,103,11,24,5,1,1,9,,,8,22,0.233,0.28600000000000003,0.33,0.616,34,1,0,5,1,,,LG Twins,1999
5019,15.0,Jong-heon Kim?,32.0,101,157,140,36,43,5,3,1,19,,,13,21,0.307,0.366,0.40700000000000003,0.773,57,2,0,4,0,,,LG Twins,1999
5020,16.0,Sang-ho Kim?,33.0,94,257,221,39,56,10,1,8,40,,,29,58,0.253,0.35,0.41600000000000004,0.7659999999999999,92,2,5,0,2,,,LG Twins,1999
5021,17.0,Seon-jin Kim?,32.0,102,238,205,31,48,6,2,1,21,,,19,31,0.23399999999999999,0.31,0.298,0.608,61,4,5,6,3,,,LG Twins,1999
5022,18.0,Byung-Gyu Lee*,24.0,131,599,550,117,192,43,8,30,99,,,34,65,0.349,0.39399999999999996,0.62,1.014,341,11,9,2,4,,,LG Twins,1999
5023,19.0,Jong-yeol Lee#,26.0,128,544,468,82,136,23,7,9,55,,,53,83,0.29100000000000004,0.37799999999999995,0.42700000000000005,0.805,200,10,13,9,1,,,LG Twins,1999
5024,20.0,Yeon-Soo Park,25.0,19,37,37,2,7,1,1,0,3,,,0,15,0.18899999999999997,0.18899999999999997,0.27,0.45899999999999996,10,0,0,0,0,,,LG Twins,1999
5025,21.0,Guk-hwan Shin?,26.0,108,343,304,44,69,12,1,6,36,,,15,50,0.22699999999999998,0.284,0.332,0.616,101,8,11,8,5,,,LG Twins,1999
5026,22.0,Ji-hwan Son,20.0,20,36,35,1,4,0,0,0,1,,,0,8,0.114,0.114,0.114,0.22899999999999998,4,0,0,1,0,,,LG Twins,1999
5027,23.0,Ji-hyeon Yu?,28.0,93,422,356,67,108,19,5,11,45,,,50,42,0.303,0.392,0.478,0.8690000000000001,170,5,5,6,5,,,LG Twins,1999
5028,,23 Players,27.4,132,5180,4574,744,1287,218,40,145,700,,,428,772,0.281,0.35,0.442,0.792,2020,91,78,57,43,,,LG Twins,1999
